level,gas,state_name,type,energy_eV,n_collisions
31,"Ar"," EXC 3D2    J=1 RESONANT           ELEVEL= 14.153 ","excitation",14.1529998779,0
32,"Ar"," EXC 3S1!!!!J=2                    ELEVEL= 14.214 ","excitation",14.2139997482,0
33,"Ar"," EXC 3S1!!  J=2                    ELEVEL= 14.234 ","excitation",14.234000206,0
34,"Ar"," EXC 3S1!!! J=3                    ELEVEL= 14.236 ","excitation",14.236000061,0
35,"Ar"," EXC 2S3    J=0                    ELEVEL= 14.241 ","excitation",14.2410001755,0
36,"Ar"," EXC 2S2    J=1 RESONANT           ELEVEL= 14.255 ","excitation",14.2550001144,0
37,"Ar"," EXC 3S1!   J=1 RESONANT           ELEVEL= 14.304 ","excitation",14.3039999008,0
38,"Ar"," EXC 4D5    J=1 RESONANT           ELEVEL= 14.711 ","excitation",14.7110004425,0
39,"Ar"," EXC 3S4    J=1 RESONANT           ELEVEL= 14.848 ","excitation",14.8479995728,0
40,"Ar"," EXC 4D2    J=1 RESONANT           ELEVEL= 14.859 ","excitation",14.859000206,0
41,"Ar"," EXC 4S1!   J=1 RESONANT           ELEVEL= 15.004 ","excitation",15.0039997101,0
42,"Ar"," EXC 3S2    J=1 RESONANT           ELEVEL= 15.022 ","excitation",15.0220003128,0
43,"Ar"," EXC 5D5    J=1 RESONANT           ELEVEL= 15.118 ","excitation",15.1180000305,0
44,"Ar"," EXC 4S4    J=1 RESONANT           ELEVEL= 15.186 ","excitation",15.1859998703,0
45,"Ar"," EXC 5D2    J=1 RESONANT           ELEVEL= 15.190 ","excitation",15.1899995804,0
46,"Ar"," EXC 6D5    J=1 RESONANT           ELEVEL= 15.308 ","excitation",15.3079996109,0
47,"Ar"," EXC 5S1!   J=1 RESONANT           ELEVEL= 15.351 ","excitation",15.3509998322,0
48,"Ar"," EXC 4S2    J=1 RESONANT           ELEVEL= 15.360 ","excitation",15.3599996567,0
49,"Ar"," EXC 5S4    J=1 RESONANT           ELEVEL= 15.366 ","excitation",15.3660001755,0
50,"Ar"," EXC 6D2    J=1 RESONANT           ELEVEL= 15.374 ","excitation",15.3739995956,0
51,"Ar"," EXC HIGH   J=1 RESONANT           ELEVEL= 15.660 ","excitation",15.6599998474,0
52,"iC4H10"," ELASTIC  ANISOTROPIC      ISOBUTANE              ","elastic",0,0
53,"iC4H10"," IONISATION                       ELOSS=  10.67   ","ionisation",10.6700000763,0
54,"iC4H10"," IONISATION-EXCITATION (BREAKUP)  ELOSS=  17.0    ","ionisation",17,0
55,"iC4H10"," IONISATION  K-SHELL              ELOSS= 285.0    ","ionisation",285,0
56,"iC4H10"," ATTACHMENT                                       ","attachment",0,0
57,"iC4H10"," TORSION                          ELOSS=  -0.032  ","superelastic",-0.0320000015199,0
58,"iC4H10"," TORSION                          ELOSS=   0.032  ","inelastic",0.0320000015199,0
59,"iC4H10"," VIBRATION  BEND                  ELOSS=  -0.108  ","superelastic",-0.108000002801,0
60,"iC4H10"," VIBRATION  BEND                  ELOSS=   0.108  ","inelastic",0.108000002801,0
61,"iC4H10"," VIBRATION  STRETCH               ELOSS=  -0.173  ","superelastic",-0.172999992967,0
62,"iC4H10"," VIBRATION  STRETCH               ELOSS=   0.173  ","inelastic",0.172999992967,0
63,"iC4H10"," VIBRATION  STRETCH               ELOSS=  -0.363  ","superelastic",-0.363000005484,0
64,"iC4H10"," VIBRATION  STRETCH               ELOSS=   0.363  ","inelastic",0.363000005484,0
65,"iC4H10"," VIBRATION  STRETCH               ELOSS=   0.519  ","inelastic",0.518999993801,0
66,"iC4H10"," EXC.  TRIPLET                    ELOSS=   7.2    ","excitation",7.19999980927,0
67,"iC4H10"," EXC.  TRIPLET                    ELOSS=   8.6    ","excitation",8.60000038147,0
68,"iC4H10"," EXC. SINGLET         F=.0013     ELOSS=   7.5    ","excitation",7.5,0
69,"iC4H10"," EXC. SINGLET         F=.0150     ELOSS=   8.0    ","excitation",8,0
70,"iC4H10"," EXC. SINGLET         F=.1140     ELOSS=   8.5    ","excitation",8.5,0
71,"iC4H10"," EXC. SINGLET         F=.1570     ELOSS=   9.0    ","excitation",9,0
72,"iC4H10"," EXC. SINGLET         F=.1710     ELOSS=   9.5    ","excitation",9.5,0
73,"iC4H10"," EXC. SINGLET         F=.1880     ELOSS=  10.0    ","excitation",10,0
74,"iC4H10"," EXC. SINGLET         F=.2050     ELOSS=  10.5    ","excitation",10.5,0
75,"iC4H10"," EXC. SINGLET         F=.1930     ELOSS=  11.0    ","excitation",11,0
76,"iC4H10"," EXC. SINGLET         F=.1620     ELOSS=  11.5    ","excitation",11.5,0
77,"iC4H10"," EXC. SINGLET         F=.1030     ELOSS=  12.0    ","excitation",12,0
78,"iC4H10"," EXC. SINGLET         F=.0670     ELOSS=  12.5    ","excitation",12.5,0
79,"iC4H10"," EXC. SINGLET         F=.0640     ELOSS=  13.0    ","excitation",13,0
80,"iC4H10"," EXC. SINGLET         F=.0280     ELOSS=  13.5    ","excitation",13.5,0
